kmer,importance
kmer_3167,0.0071051987
kmer_5390,0.0071046725
kmer_4308,0.0071040303
kmer_8113,0.00710296
kmer_9279,0.007100866
kmer_5909,0.007100778
kmer_9050,0.007099199
kmer_4044,0.007097472
kmer_8463,0.0070967535
kmer_9927,0.007096183
kmer_9253,0.0070951753
kmer_5343,0.0070946077
kmer_8969,0.007094234
kmer_6111,0.007092971
kmer_7279,0.0070926934
kmer_8185,0.007092469
kmer_8686,0.0070922184
kmer_6743,0.0070919706
kmer_4847,0.0070913583
kmer_698,0.007090665
kmer_3614,0.0070904633
kmer_8988,0.007089912
kmer_5682,0.007089719
kmer_6395,0.007086831
kmer_4790,0.0070855543
kmer_9775,0.007085435
kmer_8033,0.0070844567
kmer_235,0.0070833936
kmer_5284,0.0070831873
kmer_9532,0.0070827133
kmer_5780,0.007082443
kmer_5492,0.007081439
kmer_8633,0.007081232
kmer_5433,0.007081103
kmer_8688,0.0070809647
kmer_6066,0.0070807277
kmer_6273,0.007080318
kmer_6268,0.0070800367
kmer_4390,0.0070799547
kmer_2605,0.0070796856
kmer_8294,0.0070795915
kmer_7859,0.007079039
kmer_7725,0.007078784
kmer_249,0.0070785084
kmer_5868,0.0070768045
kmer_8300,0.0070760646
kmer_8985,0.007075071
kmer_4946,0.007075026
kmer_2344,0.007073593
kmer_6141,0.0070732785
kmer_6614,0.0070722825
kmer_4840,0.0070721945
kmer_5684,0.007071539
kmer_8996,0.007070075
kmer_9045,0.007068791
kmer_4908,0.007067657
kmer_3812,0.0070673516
kmer_6856,0.0070650466
kmer_9213,0.007063497
kmer_8009,0.0070633614
kmer_4535,0.0070632133
